,Unnamed: 0,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,state
4978,4978,-27.894,131.981,moderate,1.7,1.3,2019-12-30,525,A,79,6.0NRT,308.7,47.8,D,South Australia
18911,18911,-35.88,147.697,low,1.1,1.0,2020-01-02,415,A,59,6.0NRT,298.4,15.9,D,New South Wales
17681,17681,-42.599,147.004,low,1.1,1.0,2020-01-02,0,T,66,6.0NRT,295.9,19.9,D,Tasmania
27221,27221,-36.754,147.905,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,329.0,0.0,D,Victoria
28286,28286,-36.086,147.826,low,1.0,1.0,2020-01-04,400,A,0,6.0NRT,295.5,22.4,D,Victoria
23952,23952,-35.651,148.248,low,1.2,1.1,2020-01-03,1245,T,16,6.0NRT,291.8,14.8,N,New South Wales
7381,7381,-36.083,147.821,very low,1.1,1.0,2019-12-30,1310,T,67,6.0NRT,279.9,5.9,N,Victoria
10942,10942,-35.617,150.031,moderate,1.1,1.0,2019-12-31,10,T,92,6.0NRT,309.9,49.7,D,New South Wales
13350,13350,-37.447,147.916,very low,1.2,1.1,2019-12-31,1530,A,100,6.0NRT,287.2,37.1,N,Victoria
8344,8344,-31.131,150.599,low,1.8,1.3,2019-12-30,1310,T,72,6.0NRT,297.0,12.6,N,New South Wales
33892,33892,-32.013,121.576,high,2.9,1.6,2020-01-05,625,A,77,6.0NRT,313.9,76.3,D,Western Australia
32315,32315,-37.209,149.855,very low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,279.6,0.0,N,New South Wales
15564,15564,-37.469,148.498,very low,1.0,1.0,2020-01-01,1255,T,70,6.0NRT,286.4,11.4,N,Victoria
2402,2402,-28.779,128.55,moderate,1.0,1.0,2019-12-29,1405,T,81,6.0NRT,303.4,7.5,N,Western Australia
12864,12864,-32.654,150.815,low,1.5,1.2,2019-12-31,1530,A,5,6.0NRT,290.0,13.1,N,New South Wales
13157,13157,-36.339,147.98,very low,1.2,1.1,2019-12-31,1530,A,17,6.0NRT,287.9,7.6,N,Victoria
15515,15515,-37.407,149.192,very low,1.0,1.0,2020-01-01,1255,T,35,6.0NRT,286.1,8.4,N,Victoria
17939,17939,-32.386,123.543,low,1.3,1.1,2020-01-02,135,T,100,6.0NRT,292.0,143.5,D,Western Australia
7952,7952,-34.985,150.121,low,1.4,1.2,2019-12-30,1310,T,100,6.0NRT,298.8,30.1,N,New South Wales
34390,5114,-25.644,131.691,moderate,1.8,1.3,2019-12-30,525,A,48,6.0NRT,308.0,26.0,D,Northern Territory
17177,17177,-41.579,147.847,very low,2.3,1.5,2020-01-01,1435,A,93,6.0NRT,285.0,55.9,N,Tasmania
19272,19272,-32.879,124.269,low,1.4,1.2,2020-01-02,555,A,100,6.0NRT,297.7,221.9,D,Western Australia
14141,14141,-25.402,149.218,high,1.4,1.2,2020-01-01,335,A,83,6.0NRT,314.1,44.5,D,Queensland
24642,24642,-37.014,147.38,low,3.2,1.7,2020-01-03,1600,A,100,6.0NRT,295.9,198.2,N,Victoria
18677,18677,-36.354,148.277,low,1.1,1.1,2020-01-02,415,A,47,6.0NRT,297.4,11.5,D,New South Wales
28739,28739,-35.886,148.14,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,324.4,94.6,D,New South Wales
19665,19665,-32.398,123.568,high,1.3,1.1,2020-01-02,555,A,91,6.0NRT,315.4,53.1,D,Western Australia
33472,33472,-32.668,150.927,moderate,1.9,1.3,2020-01-05,30,T,18,6.0NRT,300.5,28.4,D,New South Wales
2895,2895,-37.69,149.402,very high,2.2,1.4,2019-12-29,1540,A,100,6.0NRT,400.1,5491.8,N,Victoria
26129,26129,-37.416,149.585,moderate,1.0,1.0,2020-01-04,400,A,100,6.0NRT,304.0,429.2,D,Victoria
7663,7663,-35.552,149.887,low,1.3,1.1,2019-12-30,1310,T,100,6.0NRT,299.9,61.9,N,New South Wales
1183,1183,-33.225,122.321,high,2.4,1.5,2019-12-29,620,A,100,6.0NRT,312.1,545.4,D,Western Australia
19700,19700,-32.446,123.168,very high,1.2,1.1,2020-01-02,555,A,94,6.0NRT,325.2,78.9,D,Western Australia
25351,25351,-36.438,149.633,moderate,1.3,1.1,2020-01-03,2345,T,79,6.0NRT,306.0,33.0,D,New South Wales
28518,28518,-36.015,147.805,low,1.0,1.0,2020-01-04,400,A,65,6.0NRT,293.1,32.9,D,Victoria
11889,11889,-25.085,147.583,high,2.5,1.5,2019-12-31,430,A,31,6.0NRT,312.5,42.9,D,Queensland
2777,2777,-37.458,147.887,low,1.8,1.3,2019-12-29,1540,A,100,6.0NRT,296.9,56.4,N,Victoria
15635,15635,-37.445,147.859,very low,1.0,1.0,2020-01-01,1255,T,52,6.0NRT,286.9,16.1,N,Victoria
14968,14968,-24.65,127.235,very high,1.0,1.0,2020-01-01,515,A,93,6.0NRT,323.6,26.7,D,Western Australia
19332,19332,-32.959,123.716,moderate,1.3,1.1,2020-01-02,555,A,100,6.0NRT,308.8,424.9,D,Western Australia
5033,5033,-27.804,131.899,high,1.7,1.3,2019-12-30,525,A,88,6.0NRT,316.3,53.1,D,South Australia
20892,20892,-35.891,147.546,low,1.0,1.0,2020-01-02,1515,A,83,6.0NRT,290.3,11.2,N,New South Wales
3966,3966,-35.227,149.976,high,1.2,1.1,2019-12-30,345,A,98,6.0NRT,313.4,74.2,D,New South Wales
14607,14607,-31.671,132.955,very high,1.1,1.1,2020-01-01,510,A,84,6.0NRT,323.2,26.0,D,South Australia
24483,24483,-38.1,141.163,very low,4.3,1.9,2020-01-03,1420,T,67,6.0NRT,289.4,83.9,N,Victoria
25315,25315,-35.869,147.525,high,1.8,1.3,2020-01-03,2345,T,90,6.0NRT,310.7,96.5,D,New South Wales
20029,20029,-30.952,123.65,low,1.4,1.2,2020-01-02,555,A,50,6.0NRT,291.7,37.4,D,Western Australia
14001,14001,-32.671,150.12,high,1.6,1.2,2020-01-01,335,A,80,6.0NRT,310.4,80.1,D,New South Wales
14221,14221,-41.556,147.949,very low,2.7,1.6,2020-01-01,330,A,74,6.0NRT,274.5,317.1,D,Tasmania
17259,17259,-32.394,123.616,low,3.8,1.8,2020-01-01,1610,A,100,6.0NRT,294.8,144.5,N,Western Australia
2600,2600,-24.434,147.69,very low,1.2,1.1,2019-12-29,1540,A,40,6.0NRT,286.9,6.8,N,Queensland
34668,17743,-16.043,137.12,moderate,1.9,1.3,2020-01-02,130,T,58,6.0NRT,307.6,32.3,D,Northern Territory
20505,20505,-31.694,132.948,moderate,1.3,1.1,2020-01-02,1340,T,100,6.0NRT,301.2,33.1,N,South Australia
5832,5832,-37.563,147.996,very low,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,280.3,0.0,N,Victoria
15643,15643,-37.356,148.244,very low,1.0,1.0,2020-01-01,1255,T,90,6.0NRT,287.5,22.5,N,Victoria
4373,4373,-31.781,151.786,moderate,1.0,1.0,2019-12-30,345,A,66,6.0NRT,308.1,20.3,D,New South Wales
11866,11866,-29.06,128.285,high,4.8,2.0,2019-12-31,430,A,73,6.0NRT,313.1,163.5,D,Western Australia
18805,18805,-35.645,150.146,low,1.4,1.2,2020-01-02,415,A,0,6.0NRT,298.2,32.0,D,New South Wales
31093,31093,-30.464,151.04,low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,297.1,18.7,N,New South Wales
12341,12341,-32.687,150.86,low,2.3,1.5,2019-12-31,1215,T,72,6.0NRT,291.4,34.1,N,New South Wales
15299,15299,-37.457,149.737,very low,1.0,1.0,2020-01-01,1255,T,63,6.0NRT,288.5,23.6,N,Victoria
10347,10347,-32.557,150.508,high,1.0,1.0,2019-12-31,10,T,72,6.0NRT,312.4,19.3,D,New South Wales
25557,25557,-37.417,149.49,moderate,1.3,1.1,2020-01-03,2345,T,82,6.0NRT,306.6,31.5,D,Victoria
34479,10132,-24.34,129.061,moderate,1.6,1.2,2019-12-30,1620,A,100,6.0NRT,302.8,109.6,N,Northern Territory
12803,12803,-31.608,152.138,low,1.8,1.3,2019-12-31,1530,A,33,6.0NRT,294.7,11.7,N,New South Wales
18034,18034,-24.625,146.672,high,1.4,1.2,2020-01-02,420,A,100,6.0NRT,314.7,118.8,D,Queensland
500,500,-28.795,128.768,very high,2.0,1.4,2019-12-29,200,T,87,6.0NRT,323.5,54.5,D,Western Australia
16904,16904,-31.876,121.597,low,1.0,1.0,2020-01-01,1435,T,71,6.0NRT,299.1,12.6,N,Western Australia
19360,19360,-32.851,124.211,very high,1.3,1.2,2020-01-02,555,A,100,6.0NRT,400.1,2102.1,D,Western Australia
6304,6304,-37.397,148.116,moderate,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,300.6,28.7,N,Victoria
24799,24799,-30.455,151.319,high,1.4,1.2,2020-01-03,2345,T,43,6.0NRT,310.4,8.5,D,New South Wales
28689,28689,-35.816,148.766,moderate,1.0,1.0,2020-01-04,400,A,100,6.0NRT,306.0,80.9,D,New South Wales
6419,6419,-37.248,148.613,moderate,1.1,1.1,2019-12-30,1310,T,100,6.0NRT,301.2,80.1,N,Victoria
9432,9432,-36.341,149.677,very high,1.6,1.3,2019-12-30,1445,A,100,6.0NRT,331.8,654.6,N,New South Wales
33479,33479,-32.655,150.169,moderate,1.7,1.3,2020-01-05,30,T,80,6.0NRT,303.1,60.4,D,New South Wales
20719,20719,-35.434,147.878,low,1.0,1.0,2020-01-02,1515,A,100,6.0NRT,296.2,32.3,N,New South Wales
23083,23083,-37.572,149.336,low,1.1,1.1,2020-01-03,1245,T,100,6.0NRT,296.3,47.4,N,Victoria
22758,22758,-33.98,142.198,very high,2.2,1.5,2020-01-03,500,A,100,6.0NRT,331.0,189.0,D,New South Wales
30282,30282,-37.23,149.683,very low,2.2,1.4,2020-01-04,1325,T,93,6.0NRT,274.7,0.0,N,New South Wales
13893,13893,-31.227,121.103,high,2.1,1.4,2020-01-01,230,T,95,6.0NRT,317.8,144.8,D,Western Australia
18809,18809,-35.964,148.313,moderate,1.1,1.1,2020-01-02,415,A,100,6.0NRT,307.9,178.8,D,New South Wales
7711,7711,-35.913,147.575,moderate,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,302.2,22.1,N,New South Wales
32512,32512,-37.279,149.902,low,1.0,1.0,2020-01-04,1505,A,95,6.0NRT,290.8,0.0,N,New South Wales
6772,6772,-37.09,148.243,low,1.1,1.0,2019-12-30,1310,T,86,6.0NRT,294.0,40.5,N,Victoria
24326,24326,-30.193,151.376,very low,1.0,1.0,2020-01-03,1245,T,54,6.0NRT,285.1,5.8,N,New South Wales
8685,8685,-32.649,150.797,low,1.7,1.3,2019-12-30,1445,A,78,6.0NRT,296.8,14.6,N,New South Wales
34113,34113,-35.579,148.45,very low,1.8,1.3,2020-01-05,1230,T,45,6.0NRT,281.5,40.6,N,New South Wales
5088,5088,-27.812,128.315,very high,1.1,1.0,2019-12-30,525,A,93,6.0NRT,321.0,39.7,D,Western Australia
12976,12976,-35.797,150.014,very low,1.5,1.2,2019-12-31,1530,A,35,6.0NRT,287.7,25.9,N,New South Wales
19993,19993,-30.988,123.689,high,1.4,1.2,2020-01-02,555,A,98,6.0NRT,310.5,88.6,D,Western Australia
4520,4520,-29.325,151.987,high,1.0,1.0,2019-12-30,345,A,100,6.0NRT,317.7,74.0,D,New South Wales
20546,20546,-30.87,132.71,moderate,1.3,1.1,2020-01-02,1340,T,100,6.0NRT,300.6,24.5,N,South Australia
24733,24733,-38.083,141.179,low,1.4,1.2,2020-01-03,1600,A,99,6.0NRT,293.7,26.9,N,Victoria
26738,26738,-37.065,147.502,high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,312.7,131.5,D,Victoria
28481,28481,-35.96,148.265,high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,314.2,83.7,D,New South Wales
27298,27298,-36.496,149.517,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,337.7,582.8,D,New South Wales
13997,13997,-32.612,150.683,moderate,1.4,1.2,2020-01-01,335,A,50,6.0NRT,307.1,23.5,D,New South Wales
33936,33936,-32.646,150.156,very low,1.3,1.1,2020-01-05,1235,T,58,6.0NRT,288.2,11.4,N,New South Wales
13054,13054,-35.914,148.335,very low,1.2,1.1,2019-12-31,1530,A,97,6.0NRT,289.1,29.3,N,New South Wales
343,343,-24.746,127.234,high,1.4,1.2,2019-12-29,200,T,100,6.0NRT,316.4,511.9,D,Western Australia
25598,25598,-37.443,149.513,moderate,1.3,1.1,2020-01-03,2345,T,92,6.0NRT,308.3,57.0,D,Victoria
33085,33085,-37.335,149.027,very low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,289.7,59.3,N,Victoria
15763,15763,-36.554,149.914,very low,1.0,1.0,2020-01-01,1255,T,100,6.0NRT,289.1,26.6,N,New South Wales
33210,33210,-37.383,149.027,low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,291.6,189.3,N,Victoria
4876,4876,-29.058,128.312,high,1.1,1.0,2019-12-30,525,A,76,6.0NRT,318.2,20.2,D,Western Australia
7316,7316,-35.949,149.344,low,1.2,1.1,2019-12-30,1310,T,76,6.0NRT,293.4,11.1,N,New South Wales
14910,14910,-28.473,128.461,very high,1.0,1.0,2020-01-01,510,A,59,6.0NRT,321.8,40.8,D,Western Australia
16150,16150,-35.882,147.676,low,1.0,1.0,2020-01-01,1255,T,62,6.0NRT,291.6,9.5,N,New South Wales
7572,7572,-36.017,147.6,low,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,294.5,27.7,N,Victoria
4893,4893,-29.015,128.281,high,1.1,1.0,2019-12-30,525,A,69,6.0NRT,318.9,26.2,D,Western Australia
29867,29867,-32.523,122.26,high,1.0,1.0,2020-01-04,540,A,100,6.0NRT,313.9,73.2,D,Western Australia
31769,31769,-34.743,150.27,low,1.0,1.0,2020-01-04,1505,A,64,6.0NRT,293.5,23.6,N,New South Wales
15823,15823,-36.452,149.978,very low,1.0,1.0,2020-01-01,1255,T,85,6.0NRT,287.7,12.9,N,New South Wales
28220,28220,-36.107,147.877,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,400.1,0.0,D,Victoria
22246,22246,-35.881,147.433,moderate,4.0,1.9,2020-01-03,320,A,67,6.0NRT,301.8,96.4,D,New South Wales
18210,18210,-16.598,145.165,high,1.5,1.2,2020-01-02,420,A,63,6.0NRT,313.1,22.9,D,Queensland
14306,14306,-35.919,147.55,moderate,2.5,1.5,2020-01-01,330,A,83,6.0NRT,303.2,90.6,D,New South Wales
31886,31886,-36.257,150.03,very low,1.0,1.0,2020-01-04,1505,A,48,6.0NRT,287.0,8.4,N,New South Wales
30127,30127,-37.39,149.621,very low,2.2,1.4,2020-01-04,1325,T,45,6.0NRT,277.4,81.0,N,Victoria
20960,20960,-36.45,149.968,very low,1.1,1.0,2020-01-02,1515,A,51,6.0NRT,289.6,17.0,N,New South Wales
11714,11714,-32.784,151.139,moderate,2.9,1.6,2019-12-31,425,A,67,6.0NRT,307.7,73.0,D,New South Wales
24109,24109,-33.888,150.441,low,1.0,1.0,2020-01-03,1245,T,60,6.0NRT,293.6,5.2,N,New South Wales
33406,33406,-30.078,151.304,moderate,1.9,1.3,2020-01-05,30,T,73,6.0NRT,306.7,48.6,D,New South Wales
29435,29435,-34.378,150.371,moderate,1.1,1.0,2020-01-04,405,A,68,6.0NRT,304.8,30.8,D,New South Wales
17080,17080,-35.859,147.649,low,3.4,1.7,2020-01-01,1435,A,99,6.0NRT,292.2,104.2,N,New South Wales
4683,4683,-31.686,132.956,moderate,1.6,1.3,2019-12-30,525,A,76,6.0NRT,307.9,35.6,D,South Australia
16254,16254,-35.564,148.121,low,1.0,1.0,2020-01-01,1255,T,75,6.0NRT,290.7,9.5,N,New South Wales
30195,30195,-37.307,149.823,very low,2.3,1.5,2020-01-04,1325,T,0,6.0NRT,280.4,83.8,N,New South Wales
10708,10708,-34.356,150.387,moderate,1.1,1.0,2019-12-31,10,T,95,6.0NRT,306.9,59.4,D,New South Wales
5623,5623,-37.564,148.318,very high,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,349.0,0.0,N,Victoria
25516,25516,-37.175,148.387,moderate,1.5,1.2,2020-01-03,2345,T,84,6.0NRT,303.9,59.6,D,Victoria
1599,1599,-34.952,150.421,very low,1.6,1.3,2019-12-29,1225,T,28,6.0NRT,289.9,8.7,N,New South Wales
17972,17972,-32.394,123.178,low,1.3,1.2,2020-01-02,135,T,88,6.0NRT,290.6,65.4,D,Western Australia
18148,18148,-18.521,142.642,high,1.1,1.0,2020-01-02,420,A,100,6.0NRT,315.9,75.9,D,Queensland
23824,23824,-35.816,149.989,low,1.1,1.0,2020-01-03,1245,T,100,6.0NRT,294.8,24.6,N,New South Wales
15866,15866,-36.269,149.97,very low,1.0,1.0,2020-01-01,1255,T,48,6.0NRT,286.2,11.3,N,New South Wales
32833,32833,-37.302,149.273,very low,1.0,1.0,2020-01-04,1505,A,0,6.0NRT,288.4,16.9,N,Victoria
31123,31123,-31.429,152.098,low,1.0,1.0,2020-01-04,1505,A,94,6.0NRT,298.3,11.6,N,New South Wales
34056,34056,-19.894,144.337,low,2.1,1.4,2020-01-05,1235,T,100,6.0NRT,296.5,75.7,N,Queensland
10794,10794,-34.948,150.45,moderate,1.1,1.0,2019-12-31,10,T,99,6.0NRT,307.5,77.8,D,New South Wales
5836,5836,-37.485,148.418,low,1.1,1.0,2019-12-30,1310,T,92,6.0NRT,299.3,0.0,N,Victoria
7562,7562,-35.616,149.927,moderate,1.3,1.1,2019-12-30,1310,T,100,6.0NRT,302.5,24.2,N,New South Wales
25885,25885,-37.587,148.703,moderate,1.4,1.2,2020-01-03,2345,T,93,6.0NRT,309.0,75.3,D,Victoria
16805,16805,-32.32,123.417,low,1.0,1.0,2020-01-01,1435,T,88,6.0NRT,296.5,10.8,N,Western Australia
30319,30319,-37.379,148.928,very low,2.0,1.4,2020-01-04,1325,T,74,6.0NRT,286.0,43.7,N,Victoria
10930,10930,-35.593,149.896,moderate,1.1,1.0,2019-12-31,10,T,100,6.0NRT,304.7,183.8,D,New South Wales
7785,7785,-35.198,149.97,low,1.4,1.2,2019-12-30,1310,T,83,6.0NRT,293.9,16.0,N,New South Wales
22186,22186,-35.998,149.594,low,2.9,1.6,2020-01-03,320,A,23,6.0NRT,294.6,119.8,D,New South Wales
10737,10737,-34.875,150.3,high,1.1,1.0,2019-12-31,10,T,100,6.0NRT,313.2,87.5,D,New South Wales
28837,28837,-35.78,148.238,high,1.0,1.0,2020-01-04,400,A,84,6.0NRT,314.6,25.3,D,New South Wales
16339,16339,-35.388,148.003,low,1.0,1.0,2020-01-01,1255,T,82,6.0NRT,292.8,9.1,N,New South Wales
32890,32890,-37.307,149.186,low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,290.3,29.6,N,Victoria
17162,17162,-37.579,147.565,very low,3.1,1.7,2020-01-01,1435,A,100,6.0NRT,286.4,120.5,N,Victoria
12345,12345,-32.665,150.808,low,2.3,1.5,2019-12-31,1215,T,46,6.0NRT,291.3,54.9,N,New South Wales
30704,30704,-36.398,147.856,low,1.8,1.3,2020-01-04,1325,T,13,6.0NRT,290.5,26.4,N,Victoria
30115,30115,-37.349,149.87,very low,2.3,1.5,2020-01-04,1325,T,86,6.0NRT,271.7,137.6,N,New South Wales
15111,15111,-37.638,148.93,very low,1.0,1.0,2020-01-01,1255,T,97,6.0NRT,289.7,49.5,N,Victoria
34554,11369,-16.726,135.897,low,2.7,1.6,2019-12-31,145,T,53,6.0NRT,291.9,35.1,D,Northern Territory
30059,30059,-37.66,148.861,very low,1.9,1.4,2020-01-04,1325,T,90,6.0NRT,287.7,110.5,N,Victoria
11717,11717,-32.785,151.135,moderate,2.9,1.6,2019-12-31,425,A,57,6.0NRT,307.7,57.2,D,New South Wales
26240,26240,-37.644,147.542,moderate,1.0,1.0,2020-01-04,400,A,100,6.0NRT,309.2,224.3,D,Victoria
23762,23762,-36.241,147.685,low,1.3,1.1,2020-01-03,1245,T,92,6.0NRT,292.6,21.4,N,Victoria
5853,5853,-37.519,148.211,moderate,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,307.3,0.0,N,Victoria
18501,18501,-38.101,141.899,low,1.3,1.1,2020-01-02,415,A,69,6.0NRT,296.9,34.7,D,Victoria
5845,5845,-37.503,148.308,high,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,318.5,0.0,N,Victoria
30345,30345,-37.357,148.967,very low,2.0,1.4,2020-01-04,1325,T,88,6.0NRT,286.7,68.4,N,Victoria
9717,9717,-37.297,148.58,moderate,1.8,1.3,2019-12-30,1445,A,100,6.0NRT,307.9,1035.1,N,Victoria
11486,11486,-36.311,147.781,moderate,1.5,1.2,2019-12-31,425,A,100,6.0NRT,301.2,131.7,D,Victoria
15709,15709,-37.204,148.152,very low,1.0,1.0,2020-01-01,1255,T,59,6.0NRT,284.7,9.2,N,Victoria
21225,21225,-37.377,149.138,very low,1.0,1.0,2020-01-02,1520,A,41,6.0NRT,286.0,11.9,N,Victoria
27204,27204,-36.926,146.669,high,1.1,1.0,2020-01-04,400,A,100,6.0NRT,317.5,80.0,D,Victoria
7977,7977,-34.881,150.324,low,1.5,1.2,2019-12-30,1310,T,100,6.0NRT,298.9,44.1,N,New South Wales
6508,6508,-37.215,148.431,low,1.1,1.0,2019-12-30,1310,T,87,6.0NRT,296.6,7.5,N,Victoria
11727,11727,-32.688,150.871,moderate,2.8,1.6,2019-12-31,425,A,89,6.0NRT,308.1,168.5,D,New South Wales
12214,12214,-37.415,149.119,very low,3.3,1.7,2019-12-31,1215,T,95,6.0NRT,285.7,149.7,N,Victoria
33728,33728,-34.33,149.96,low,4.2,1.9,2020-01-05,305,A,43,6.0NRT,293.4,121.0,D,New South Wales
27474,27474,-36.342,149.562,high,1.0,1.0,2020-01-04,400,A,89,6.0NRT,311.9,33.9,D,New South Wales
2065,2065,-32.072,121.671,low,2.7,1.6,2019-12-29,1405,T,45,6.0NRT,294.3,73.2,N,Western Australia
32448,32448,-37.204,149.541,very low,1.0,1.0,2020-01-04,1505,A,95,6.0NRT,281.9,0.0,N,New South Wales
2040,2040,-32.43,123.444,low,2.1,1.4,2019-12-29,1405,T,100,6.0NRT,294.3,73.6,N,Western Australia
9708,9708,-37.302,148.662,very low,1.8,1.3,2019-12-30,1445,A,83,6.0NRT,282.5,48.9,N,Victoria
30065,30065,-37.639,148.9,very low,1.9,1.4,2020-01-04,1325,T,100,6.0NRT,287.4,60.0,N,Victoria
13223,13223,-37.424,149.596,very low,1.5,1.2,2019-12-31,1530,A,34,6.0NRT,288.6,30.5,N,Victoria
5577,5577,-37.556,148.43,very high,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,328.4,0.0,N,Victoria
3088,3088,-35.56,149.909,moderate,2.5,1.5,2019-12-29,2330,T,100,6.0NRT,309.7,530.8,D,New South Wales
29735,29735,-26.539,150.679,high,1.5,1.2,2020-01-04,405,A,94,6.0NRT,319.4,71.9,D,Queensland
6530,6530,-37.179,148.587,low,1.1,1.1,2019-12-30,1310,T,44,6.0NRT,294.4,7.6,N,Victoria
19855,19855,-32.417,121.378,high,1.0,1.0,2020-01-02,555,A,42,6.0NRT,317.8,11.4,D,Western Australia
18927,18927,-35.899,147.515,low,1.1,1.0,2020-01-02,415,A,97,6.0NRT,299.0,73.3,D,New South Wales
17306,17306,-32.575,150.21,moderate,1.1,1.0,2020-01-02,0,T,95,6.0NRT,302.5,64.4,D,New South Wales
22502,22502,-35.95,136.794,moderate,1.1,1.0,2020-01-03,500,A,100,6.0NRT,307.8,0.0,D,South Australia
34512,10165,-24.374,129.048,moderate,1.6,1.2,2019-12-30,1620,A,100,6.0NRT,300.2,146.6,N,Northern Territory
30091,30091,-37.64,148.756,very low,1.9,1.3,2020-01-04,1325,T,25,6.0NRT,280.2,36.7,N,Victoria
18274,18274,-41.673,148.067,low,1.0,1.0,2020-01-02,415,A,98,6.0NRT,296.4,131.5,D,Tasmania
34264,34264,-30.082,150.112,low,2.5,1.5,2020-01-05,1545,A,51,6.0NRT,292.6,13.4,N,New South Wales
34002,34002,-25.44,149.177,moderate,1.2,1.1,2020-01-05,1235,T,100,6.0NRT,300.5,43.7,N,Queensland
26028,26028,-31.99,115.939,moderate,3.2,1.7,2020-01-04,305,T,54,6.0NRT,300.5,21.3,D,Western Australia
34669,17744,-16.046,137.137,moderate,1.9,1.3,2020-01-02,130,T,67,6.0NRT,307.5,34.6,D,Northern Territory
2948,2948,-37.763,149.362,very high,2.2,1.4,2019-12-29,1540,A,100,6.0NRT,332.2,0.0,N,Victoria
4859,4859,-29.103,131.376,high,1.5,1.2,2019-12-30,525,A,99,6.0NRT,318.9,94.6,D,South Australia
3952,3952,-35.27,150.036,moderate,1.2,1.1,2019-12-30,345,A,60,6.0NRT,305.3,16.0,D,New South Wales
15054,15054,-37.718,149.013,low,1.0,1.0,2020-01-01,1255,T,100,6.0NRT,290.1,47.8,N,Victoria
12058,12058,-32.279,123.464,high,1.9,1.3,2019-12-31,605,A,80,6.0NRT,311.1,61.1,D,Western Australia
19352,19352,-32.951,123.7,very high,1.3,1.1,2020-01-02,555,A,100,6.0NRT,400.1,1698.3,D,Western Australia
7043,7043,-36.311,149.569,low,1.3,1.1,2019-12-30,1310,T,54,6.0NRT,296.5,19.0,N,New South Wales
26089,26089,-37.448,149.681,very low,1.0,1.0,2020-01-04,400,A,0,6.0NRT,273.8,82.5,D,Victoria
8518,8518,-31.968,121.554,very low,1.1,1.0,2019-12-30,1450,T,8,6.0NRT,288.9,6.7,N,Western Australia
19135,19135,-32.569,150.395,moderate,1.7,1.3,2020-01-02,415,A,58,6.0NRT,302.8,36.7,D,New South Wales
20583,20583,-18.058,144.773,very low,4.8,2.0,2020-01-02,1345,T,79,6.0NRT,288.0,102.0,N,Queensland
2599,2599,-21.491,140.748,low,1.6,1.2,2019-12-29,1540,A,72,6.0NRT,298.7,10.8,N,Queensland
1563,1563,-36.135,149.514,low,1.9,1.4,2019-12-29,1225,T,100,6.0NRT,290.2,47.0,N,New South Wales
26030,26030,-20.095,119.408,very low,4.2,1.9,2020-01-04,300,T,37,6.0NRT,288.0,50.2,D,Western Australia
24191,24191,-32.654,150.135,low,1.0,1.0,2020-01-03,1245,T,85,6.0NRT,298.0,9.4,N,New South Wales
31939,31939,-36.411,149.54,very low,1.0,1.0,2020-01-04,1505,A,53,6.0NRT,287.0,24.6,N,New South Wales
16729,16729,-32.534,122.293,low,1.0,1.0,2020-01-01,1435,T,100,6.0NRT,299.2,39.2,N,Western Australia
871,871,-28.395,129.195,high,2.5,1.5,2019-12-29,440,A,87,6.0NRT,318.6,149.5,D,South Australia
9860,9860,-37.405,148.704,low,1.7,1.3,2019-12-30,1445,A,100,6.0NRT,291.4,0.0,N,Victoria
7543,7543,-35.62,149.962,moderate,1.4,1.2,2019-12-30,1310,T,100,6.0NRT,305.3,45.2,N,New South Wales
3573,3573,-18.428,145.245,moderate,1.3,1.1,2019-12-30,350,A,75,6.0NRT,304.6,46.7,D,Queensland
23310,23310,-37.296,148.744,low,1.2,1.1,2020-01-03,1245,T,94,6.0NRT,294.4,18.6,N,Victoria
31652,31652,-34.656,150.355,low,1.0,1.0,2020-01-04,1505,A,33,6.0NRT,294.4,32.9,N,New South Wales
26117,26117,-37.435,149.519,low,1.0,1.0,2020-01-04,400,A,94,6.0NRT,291.2,278.7,D,Victoria
21703,21703,-31.687,132.872,moderate,2.5,1.5,2020-01-02,1655,A,100,6.0NRT,302.7,307.8,N,South Australia
19395,19395,-32.828,124.22,very high,1.4,1.2,2020-01-02,555,A,100,6.0NRT,400.1,2623.5,D,Western Australia
